original,found_address,lat,lon,url,classification2,incident_type2,location,date2
"""City/State/Zip: N/A"", Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753847498/18-00560_Kyle_Pond.pdf?1753847498,News article,Lack of Standard Operating Procedure (SOP),"""City/State/Zip: N/A""",05/07/2017
"350 S. 5th St., Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1615946180/2021_Open-Letter-From-Mpls-Police-Leaders-to-Everyone.pdf?1615946180,News article,Excessive Force,350 S. 5th St.,05/31/2020
"Brownsdale, Minnesota","Brownsdale, MN 55918",43.746834,-92.866996,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670569758/Mindrup_Former_Brownsdale_chief_gets_7.5_years_for_sexual_assault_-_Austin_Daily_Herald.pdf?1670569758,News article,Sexual misconduct,Brownsdale,"February 6, 2015"
"""Light rail tracks"", Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626884720/Transit_cop_targeted_by_protesters_loses_job.pdf?1626884720,News article,Excessive Force,"""Light rail tracks""",August
"Brooklyn Center, MN 55430-2910, Minnesota","Minneapolis, MN 55430",45.063923,-93.302227,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669439949/Koenig_02-VB-13-22300_Register_of_Actions.pdf?1669439949,News article,Disorderly Conduct,"Brooklyn Center, MN 55430-2910",09/12/2013
"""Forest Lake"", Minnesota","Forest Lake, MN 55025",45.246466,-92.949266,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1655880723/Cops_Cleared_in_Bradley_Erickson_Shooting_Death.pdf?1655880723,News article,Excessive Force,"""Forest Lake""",11/28/2021
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1462/attachments/original/1647659322/RCA-2022-00169_-_Legal_Settlement_Workers'_Compensation_claim_of_Jason_Wolff.pdf?1647659322,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,03/18/2022
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1462/attachments/original/1647659325/RCA-2022-00175_-_Legal_Settlement_Workers'_Compensation_claim_of_Brian_Grahme.pdf?1647659325,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,"""March 18, 2022"""
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1462/attachments/original/1647659326/RCA-2022-00188_-_Legal_Settlement_Workers'_Compensation_claim_of_Sherry_Appledorn.pdf?1647659326,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,03/07/2022
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638637590/RCA-2021-00673_-_Legal_Settlement_Workers'_Compensation_claims_of_Jeffrey_Kading.pdf?1638637590,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,06/16/2021
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638637587/RCA-2021-00438_-_Legal_Settlement_Workers'_Compensation_claim_of_Gregory_Freeman.pdf?1638637587,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,04/14/2021
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638637583/RCA-2021-00426_-_Legal_Settlement_Workers'_Compensation_claim_of_Kyle_Severson.pdf?1638637583,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,04/14/2021
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638637604/RCA-2021-01088_-_Legal_settlement_Workers'_Compensation_claim_of_David_Elliot.pdf?1638637604,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,09/22/2021
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638994128/RCA-2021-01417_-_Legal_settlement_Workers'_Compensation_claim_of_Garry_Nordine.pdf?1638994128,News article,Lack of Standard Operating Procedure (SOP),UNKNOWN,"""December 8, 2021"""
"UNKNOWN, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626561287/No_charges_in_officers'_kicking_incident.pdf?1626561287,News article,Excessive Force,UNKNOWN,August
"""Bogart's Place in Apple Valley"", Minnesota","Apple Valley, MN 55124",44.731909,-93.21772,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617635746/Another_MPD_officer_accused_of_using_racial_slur_in_Apple_Valley_fight_-_Bring_Me_The_News.pdf?1617635746,News article,Discrimination,"""Bogart's Place in Apple Valley""",03/08/2018
"""900 block of St. Anthony Avenue"", Minnesota","840 Lake Ave, Albany, MN 56307",45.63353,-94.574169,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1615903601/BCA_investigation_complete_in_St._Paul_officer-involved_shooting_of_Billy_Hughes.pdf?1615903601,News article,Excessive Force,"""900 block of St. Anthony Avenue""",02/22/2021
"""Nielsen's house south of Albert Lea"", Minnesota","Southview Ln, Albert Lea, MN 56007",43.637159,-93.391485,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670746739/Nielsen_Alan_Ex-Cop_and_Firefighter_Charged.pdf?1670746739,News article,Excessive Force,"""Nielsen's house south of Albert Lea""",08/28/2008
"Woodbury, Minnesota","Woodbury, MN 55125",44.923855,-92.95938,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1509688252/Scott_Trautner_Sexual_Conduct_Article.pdf?1509688252,News article,Sexual misconduct,Woodbury,04/21/2006
"Plato Boulevard and Wabasha Street, Minnesota","Wabasha, MN 55981",44.3579,-92.087925,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626486181/Man_shot_and_killed_by_St._Paul_police_is_identified.pdf?1626486181,News article,Excessive Force,Plato Boulevard and Wabasha Street,08/29/2023
"""Vermillion River near Duchene's Landing public boat access in Ravenna Township"" 
""1800 block of Columbus Avenue S."", Minnesota","Avon, MN 56310",45.599386,-94.436477,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1613597722/Chauvin_Shooting_Article.pdf?1613597722,News article,Excessive Force,"""Vermillion River near Duchene's Landing public boat access in Ravenna Township"" 
""1800 block of Columbus Avenue S.""","May 28, 2008"
"992 Arcade Street, Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1473/attachments/original/1709524244/Tou_Mo_Cha_SPPD.pdf?1709524244,News article,Arson,992 Arcade Street,08/09/2023
"""St. Louis Park hotel"" 
""A gas station in Minneapolis"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669439604/Koenig_Officer_charged_with_having_sex_with_minors.pdf?1669439604,News article,Sexual misconduct,"""St. Louis Park hotel"" 
""A gas station in Minneapolis""","June 10, 2001"
"""Brittany's Place"", Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618066092/Michael_P_Soucheray.pdf?1618066092,News article,Excessive Force,"""Brittany's Place""",03/16/2017
"""Reform St"" 
ENCODING ERROR, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626361569/Officers_identified_in_deadly_Richfield_officer-involved_shooting.pdf?1626361569,News article,Excessive Force,"""Reform St"" 
ENCODING ERROR",09/30/2023
"""Reform St"" 
ENCODING ERROR, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1616263400/2019_Judge_dismisses_lawsuit_brought_by_St._Paul_man_detained_in_a_hot_police_squad.pdf?1616263400,News article,Excessive Force,"""Reform St"" 
ENCODING ERROR",05/30/2019
"""65 mph on Freeways and Expressways"", Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670225240/Lettner_Criminal_History.pdf?1670225240,News article,Disorderly Conduct,"""65 mph on Freeways and Expressways""",09/29/2017
"""Downtown apartment building"", Minnesota","Taunton, MN 56291",44.59357,-96.06587,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626645205/Sundiata_Bronson_2.pdf?1626645205,News article,Excessive Force,"""Downtown apartment building""",09/17/2014
"1501 Hennepin Avenue, Minnesota","1501 Hennepin Ave, Minneapolis, MN 55403",44.972438,-93.284456,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1613854074/MCTC_Letter_re_Barze.pdf?1613854074,News article,Excessive Force,1501 Hennepin Avenue,"August 25, 2018"
"Learning Lodge day care center in Ramsey, Minnesota","Ramsey, MN 55303",45.2611,-93.45,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626884305/Prosecutors__Police_justified_in_fatal_shooting_of_man_outside_Ramsey_day_care_%281%29.pdf?1626884305,News article,Excessive Force,Learning Lodge day care center in Ramsey,08/25/2023
"Kwik Trip Stores in Rochester, Minnesota","Rochester, MN 55901",44.075285,-92.516916,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1672127099/Peters_Theft_Register_of_Actions.pdf?1672127099,News article,Theft,Kwik Trip Stores in Rochester,09/08/2004
"Roosevelt H.S., Minnesota","Roosevelt, MN 56673",48.80359,-95.09689,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638407623/13-30003_Tapp_Part_12.pdf?1638407623,News article,Excessive Force,Roosevelt H.S.,04/20/2010
"Roosevelt H.S., Minnesota","Roosevelt, MN 56673",48.80359,-95.09689,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638407619/13-30003_Tapp_Part_11.pdf?1638407619,News article,Excessive Force,Roosevelt H.S.,
"Roosevelt H.S., Minnesota","Roosevelt, MN 56673",48.80359,-95.09689,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638407659/13-30003_Tapp_Part_5.pdf?1638407659,News article,Excessive Force,Roosevelt H.S.,"04/21/2010
04/22/2010"
"Garrison, Minn., Minnesota","Garrison, MN 56450",46.2944,-93.82692,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1649604741/Russell_James_Bankey_Sexual_Assault_Charge.pdf?1649604741,News article,Sexual misconduct,"Garrison, Minn.",02/10/2022
"Farmington Police Department, Minnesota","Farmington, MN 55024",44.640515,-93.14196,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618004621/Jeremy_Buss.pdf?1618004621,News article,Sexual misconduct,Farmington Police Department,04/29/05
"Farmington Police Department, Minnesota","Farmington, MN 55024",44.640515,-93.14196,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618004628/Jeremy_Buss_2.pdf?1618004628,News article,Sexual misconduct,Farmington Police Department,03/15/2021
"""Minneapolis, MN 55487"", Minnesota","Minneapolis, MN 55487",45.015914,-93.47188,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625759106/27-CV-02-003932_Bolden_vs_Timothy_Callahan.pdf?1625759106,News article,Other,"""Minneapolis, MN 55487""",03/01/2002
"""St Paul"", Minnesota","Saint Paul, MN 55101",44.951483,-93.090649,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1511324955/Cory_James_Kochendorfer_Article.pdf?1511324955,News article,Excessive Force,"""St Paul""",11/13/2017
"661 Geranium Street East, Minnesota",Minnesota,46.316134,-94.19948,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669352157/Charges_Video_shows_Ramsey_County_sergeant_stealing_cash_during_bedroom_search_-_Bring_Me_The_News.pdf?1669352157,News article,Theft,661 Geranium Street East,"March 18, 2019"
"""Outside his home"" 
""Outside his home"", Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614955528/Boyd_Minneapolis_poised_to_approve_settlements_in_suits_alleging_excessive_force_-_StarTribune.com.pdf?1614955528,News article,Excessive Force,"""Outside his home"" 
""Outside his home""",11/15/2016
"300 block of 4th Avenue E. in Alexandria, Minnesota","304 4th Ave E, Alexandria, MN 56308",45.888009,-95.374135,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626796015/Authorities_ID_victim_in_officer-involved_shooting_in_Alexandria__Minn_.pdf?1626796015,News article,Excessive Force,300 block of 4th Avenue E. in Alexandria,08/17/2023
"""Peter Cox St."", Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618249167/Federal_judge_dismisses_wrongful_death_suit_against_Brooklyn_Center_officer___MPR_News.pdf?1618249167,News article,Excessive Force,"""Peter Cox St.""",09/08/2014
"""their residence in Carlton"" 
""Carlton County Court""
""Carlton County Sheriff's Department""
""Carlton"", Minnesota","Carlton, MN 55718",46.66306,-92.42778,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670226649/Lindberg_Part-time_Babbitt_police_officer_charged_with_felony_domestic_assault_of_his_girlfriend_News_mesabitribune.com.pdf?1670226649,News article,Excessive Force,"""their residence in Carlton"" 
""Carlton County Court""
""Carlton County Sheriff's Department""
""Carlton""",03/24/2011
"Rice Street near the scene where St. Paul police shot a man earlier in the night in St. Paul., Minnesota","Rice St, Saint Paul, MN 55103",44.96176,-93.106151,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617369658/AG_Ellison's_office__Washington_County_attorney_to_review_shooting_by_St._Paul_cop___MPR_News.pdf?1617369658,News article,Excessive Force,Rice Street near the scene where St. Paul police shot a man earlier in the night in St. Paul.,12/04/2020
"Chatfield Police Department, Minnesota","Chatfield, MN 55923",43.84552,-92.18905,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670225247/Lettner_Officer_among_those_charged_in_area_thefts_-_Post_Bulletin.pdf?1670225247,News article,Lack of Standard Operating Procedure (SOP),Chatfield Police Department,"November 04, 2004"
"38th and Snelling Avenue South, Minnesota","38th St S, Saint Cloud, MN 56301",45.502897,-94.182495,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625768156/Police_Uniform__Gun_Stolen_From_Off-Duty_Mpls._Cop%E2%80%99s_Truck.pdf?1625768156,News article,Disorderly Conduct,38th and Snelling Avenue South,11/27/2023
"1200 block of Ironwood Lane, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626788355/BCA__Eagan_suspect_was_shot_in_head__but_did_he_or_police_fire_the_fatal_shot_.pdf?1626788355,News article,Excessive Force,1200 block of Ironwood Lane,08/27/2023
"""Brooklyn Center"", Minnesota","Brooklyn Center, MN 55430",45.077457,-93.324835,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618243279/Officers_ID'd_in_Brooklyn_Center_fatal_shooting___MPR_News.pdf?1618243279,News article,Excessive Force,"""Brooklyn Center""",09/06/2019
"""St. Joseph Police Department"", Minnesota","Saint Joseph, MN 56374",45.56496,-94.31833,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669434491/Klein_Former_St._Joe_police_chief's_license_revoked_for_sexual_harassment_St_Cloud_Times.pdf?1669434491,News article,Sexual misconduct,"""St. Joseph Police Department""","April 9, 2019"
"Green Bay, Wis., Minnesota","Crown, MN 55005",45.396107,-93.218465,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626458117/Commission_Upholds_The_Firing_Of_2_Mpls._Cops.pdf?1626458117,News article,Sexual misconduct,"Green Bay, Wis.","""last year""
 
However, I will provide a more specific date in the format requested: 

N/A"
"""Ramsey County Correctional Facility"" 
""St. Paul Police Department, 19003128"" 
""Ramsey Co District Court St. Paul"" 
""Law Library Fees $10.00 St. Paul Fines 2/3 $150.00 Ramsey County Surcharge $1 .00 Crim/Trafc Surcharge (once per caSe) $75.00 Public Defender Co-Payment $75.00 i I I (waived)"", Minnesota",Not Found,,,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669351682/MCRO_62-CR-19-4089_Sentencing_Order_2020-02-03_20221124224607.pdf?1669351682,News article,Excessive Force,"""Ramsey County Correctional Facility"" 
""St. Paul Police Department, 19003128"" 
""Ramsey Co District Court St. Paul"" 
""Law Library Fees $10.00 St. Paul Fines 2/3 $150.00 Ramsey County Surcharge $1 .00 Crim/Trafc Surcharge (once per caSe) $75.00 Public Defender Co-Payment $75.00 i I I (waived)""",02/03/2020
"""Minneapolis Police Department"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1615993310/Mpls._will_settle_with_K-9_officer_who_complained_of_harassment_by_supervisor_-_StarTribune.com.pdf?1615993310,News article,Discrimination,"""Minneapolis Police Department""",12/17/2019
"""Minneapolis Police Department"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1615987486/2008Roberts_Minneapolis_cop_indicted_on_corruption_charges.pdf?1615987486,News article,Corruption,"""Minneapolis Police Department""",07/14/2008
"""Minneapolis Police Department"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618168204/Cop_Gets__585K_After_Colleagues_Snooped_on_Her_DMV_Data___WIRED.pdf?1618168204,News article,Verbal Abuse,"""Minneapolis Police Department""",04/11/2021
"""Minneapolis Police Department"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617895196/USCOURTS-mnd-0_14-cv-01467-0.pdf?1617895196,News article,Excessive Force,"""Minneapolis Police Department""",05/10/2013
"1700 block of Diane Road in Mendota Heights., Minnesota","Blake Path, Inver Grove Heights, MN 55076",44.84658,-93.053444,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625773733/Mpls._officer_shot_by_colleague_commits_suicide___MPR_News.pdf?1625773733,News article,Other,1700 block of Diane Road in Mendota Heights.,06/07/2010
"""Roseville Walgreen's store"", Minnesota","Roseville, MN 55113",45.006077,-93.156611,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1616253660/2008Arnold_St._Paul_officer's_record_now_at_issue.pdf?1616253660,News article,Disorderly Conduct,"""Roseville Walgreen's store""",04/07/2008
"12450 Business Park Blvd., Champlin, MN., Minnesota","12450 Business Park Blvd N, Champlin, MN 55316",45.178952,-93.390859,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638332044/13-31443_Novak_Part_1.pdf?1638332044,News article,Disorderly Conduct,"12450 Business Park Blvd., Champlin, MN.",10/27/2012
"""A house party in Minneapolis"", Minnesota","Minneapolis, MN 55401",44.984577,-93.269097,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670303946/Mars_Two_former_Minneapolis_cops_sentenced_to_home_monitoring_for_firing_guns_during_a_party_%E2%80%93_Twin_Cities.pdf?1670303946,News article,Excessive Force,"""A house party in Minneapolis""",01/29/2009
"U.S. District Court in St. Paul, Minnesota, Minnesota","Saint Paul, MN 55101",44.951483,-93.090649,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1604696008/TY_JINDRA_Federal_Indictment_Media_Release.pdf?1604696008,News article,Lack of Standard Operating Procedure (SOP),"U.S. District Court in St. Paul, Minnesota",09/2017 - 10/2019
"""3rd Ave S / 10th St S"", Minnesota","3rd St NE, Avon, MN 56310",45.611327,-94.445783,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638069137/13-30350_Bronson_Part_2.pdf?1638069137,News article,Lack of Standard Operating Procedure (SOP),"""3rd Ave S / 10th St S""",09/28/2010
"""James Keten's duplex"", Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,News article,Excessive Force,"""James Keten's duplex""",04/06/2021
"1261 Grand Av., Minnesota","Grandy, MN 55029",45.63524,-93.19522,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626490716/Man_fatally_shot_by_St._Paul_police_is_identified.pdf?1626490716,News article,Excessive Force,1261 Grand Av.,12/26
"""1001 3rd Ave S."", Minnesota","941 3rd St S, Holdingford, MN 56340",45.734043,-94.472094,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638069145/13-30350_Bronson_Part_3.pdf?1638069145,News article,Disorderly Conduct,"""1001 3rd Ave S.""",09/28/2010
"""Granada Drive, Apple Valley"", Minnesota","Granada Dr, Apple Valley, MN 55124",44.737101,-93.220811,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753849696/19-07651_Luis_Porras.pdf?1753849696,News article,Disorderly Conduct,"""Granada Drive, Apple Valley""","December 10th, 2020"
"E. 38th Street and Columbus Avenue S., Minnesota","Avon, MN 56310",45.599386,-94.436477,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614985683/Foulkes_Man__3_Mpls._police_officers_who_traded_shots_are_identified_-_StarTribune.com.pdf?1614985683,News article,Excessive Force,E. 38th Street and Columbus Avenue S.,03/05/2021
"""Lake Street and Stevens Avenue S."", Minnesota","Lake Ave, Hancock, MN 56244",45.450749,-95.788567,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625958065/April_8__Questions_remain_after_fatal_police_chase_in_Minneapolis_-_StarTribune.com.pdf?1625958065,News article,Excessive Force,"""Lake Street and Stevens Avenue S.""",08/14/2008
"1426 Penn Av. N., Minnesota","Payne, MN 55765",47.096049,-92.599359,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617887760/Brandon_Brugger_2.pdf?1617887760,News article,Excessive Force,1426 Penn Av. N.,08/09/2011
"Highway 3 and 200th Street, Minnesota",Minnesota,46.316134,-94.19948,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618010375/Joshua_James_Williams_Gets_License_Suspension_%281%29.pdf?1618010375,News article,Excessive Force,Highway 3 and 200th Street,08/30/2008
"""Minneapolis"" 
""Downtown Minneapolis"", Minnesota","Minneapolis Ave S, Minneapolis, MN 55406",44.960074,-93.223877,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617289530/Alexander_Brown.pdf?1617289530,News article,Excessive Force,"""Minneapolis"" 
""Downtown Minneapolis""",12/19/2019
"""1234 address not found""
However, I can identify the location as ""Officer Dinh's home""., Minnesota","Weaver, MN 55910",44.214965,-91.928772,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638381911/10-01_Dinh_Part_6.pdf?1638381911,News article,Disorderly Conduct,"""1234 address not found""
However, I can identify the location as ""Officer Dinh's home"".",01/01/2010
"Powderhorn Park 
Peavey Park 
Elliot Park 
Matthews Park, Minnesota","Morehead, KY 40351",38.210471,-83.42039,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1616347476/New_park_police_chief_had_clear_career_path.pdf?1616347476,News article,Other,"Powderhorn Park 
Peavey Park 
Elliot Park 
Matthews Park",08/23/2013
"""American Legion in Champlin, Minnesota"", Minnesota","American Blvd, Minneapolis, MN 55438",44.858121,-93.360274,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638332037/13-31443_Novak_Part_7.pdf?1638332037,News article,Disorderly Conduct,"""American Legion in Champlin, Minnesota""",
"Alder Street West, near Lakeland Avenue South and Pike Avenue South intersection, Webster, WI 54893, Minnesota","Pike Ave S and W Alder St, Webster, WI 54893",45.874318,-92.369134,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1581996295/13-23559_Part_1.pdf?1581996295,News article,Disorderly Conduct,"Alder Street West, near Lakeland Avenue South and Pike Avenue South intersection, Webster, WI 54893",10-05-2013
"""3rd Ave. S. / 10th St. S."", Minnesota","3rd St NE, Avon, MN 56310",45.611327,-94.445783,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638069117/13-30350_Bronson_Part_5.pdf?1638069117,News article,Lack of Standard Operating Procedure (SOP),"""3rd Ave. S. / 10th St. S.""",09/28/2010
"305 W. Franklin Ave., Minnesota","350 West St, Redwood Falls, MN 56283",44.597159,-95.219345,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626270770/Officers_involved_in_Minneapolis_shooting_identified_%E2%80%93_Twin_Cities.pdf?1626270770,News article,Excessive Force,305 W. Franklin Ave.,02/25/2008
"Kingsley Heights Apartments 
First Street, Minnesota","Frost, MN 56033",43.564879,-93.908248,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1624057825/Duluth_no_longer_paying_officer_charged_in_shooting_Tyler_Liebfried.pdf?1624057825,News article,Excessive Force,"Kingsley Heights Apartments 
First Street",09/12/2020
"Penn Avenue N. at 3 a.m. on Feb. 19, 2009, Minnesota","Amboy, MN 56010",43.886884,-94.15839,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626128190/Minneapolis_settles_suit_with_man_who_alleged_police_beating_-_StarTribune.com.pdf?1626128190,News article,Excessive Force,"Penn Avenue N. at 3 a.m. on Feb. 19, 2009",02/19/2009
"Payne and Magnolia Avenues, Minnesota","Pine Dr, Luverne, MN 56156",43.65044,-96.22516,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617993464/Jason_Brubaker_2.pdf?1617993464,News article,Other,Payne and Magnolia Avenues,03/18/2021
"6070 138th Street N, Hugo, MN 55038, Minnesota","6070 138th St N, Hugo, MN 55038",45.148911,-92.984475,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1669099453/MCRO_62-CR-15-5241_Sentencing_Order_2015-12-18_20221122004113.pdf?1669099453,News article,Disorderly Conduct,"6070 138th Street N, Hugo, MN 55038",12/18/2015
"1001 3rd Ave. S., Minnesota","941 3rd St S, Holdingford, MN 56340",45.734043,-94.472094,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638069124/13-30350_Bronson_Part_6.pdf?1638069124,News article,Excessive Force,1001 3rd Ave. S.,09/28/2010
"""Cottage Grove"" 
""Farm and Fleet""
""Cedar Mall parking lot"", Minnesota","Leota, MN 56153",43.840423,-96.012811,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1670306077/Masek_Hennepin_Co_Deputy_Charged_with_Child_Sex_Crimes_%28KARE%29.pdf?1670306077,News article,Sexual misconduct,"""Cottage Grove"" 
""Farm and Fleet""
""Cedar Mall parking lot""",04/28/2018
